Date,Time,CarState,Actual Mode,Message,BattLevel,Batt Limit,Pwr2Grid,Charge Power,Phases,Charge Active
,,,,,,,,,,
2022-05-11,08:47:02,---,1,Power ON ,0,0,0,0,0,False
2022-05-11,08:47:07,---,1,"IDLE, waiting for event ... ",66,88,1.6,0,1,False
2022-05-11,08:55:24,Car ready,3,SOLAR CHARGE active ,66,80,1.8,0,1,False
2022-05-11,08:55:43,CAR CHARGING,3,SOLAR CHARGE active ,66,80,1.8,1.48,1,True
2022-05-11,09:04:44,CAR CHARGING,1,"IDLE, waiting for event ... ",66,80,-0.1,1.46,1,True
2022-05-11,09:06:47,Car ready,3,SOLAR CHARGE active ,66,80,1.9,0,1,False
2022-05-11,09:07:07,CAR CHARGING,3,SOLAR CHARGE active ,66,80,1.9,1.48,1,True
2022-05-11,09:07:51,CAR CHARGING,1,"IDLE, waiting for event ... ",66,80,0,1.5,1,True
2022-05-11,09:09:57,Car ready,3,SOLAR CHARGE active ,67,80,2.2,0,1,False
2022-05-11,09:10:56,Car ready,1,"IDLE, waiting for event ... ",67,80,-0.1,1.77,1,True
2022-05-11,09:13:00,Car ready,3,SOLAR CHARGE active ,67,80,2,0,1,False
2022-05-11,09:17:09,Car ready,1,"IDLE, waiting for event ... ",67,80,-0.1,1.69,1,True
2022-05-11,09:17:09,CAR CHARGING,1,"IDLE, waiting for event ... ",67,80,-0.1,1.69,1,True
2022-05-11,09:18:14,Car ready,3,SOLAR CHARGE active ,67,80,2.3,0,1,False
2022-05-11,09:27:09,CAR CHARGING,3,SOLAR CHARGE active ,67,80,0.4,2.04,1,True
2022-05-11,09:28:17,CAR CHARGING,3,User Exit App,67,80,0.4,2.07,1,True
2022-05-11,09:28:47,---,1,Power ON ,0,0,0,0,0,False
2022-05-11,09:28:52,---,1,"IDLE, waiting for event ... ",67,80,2.4,0,1,False
2022-05-11,09:32:11,---,1,Power ON ,0,0,0,0,0,False
2022-05-11,09:32:16,---,1,"IDLE, waiting for event ... ",67,80,2.4,0,1,False
2022-05-11,09:33:16,Car ready,3,SOLAR CHARGE active ,67,80,2.5,0,1,False
2022-05-11,09:33:35,CAR CHARGING,3,SOLAR CHARGE active ,67,80,2.5,1.96,1,True
2022-05-11,09:43:36,CAR CHARGING,3,SOLAR CHARGE active ,68,80,0.2,2.31,1,True
2022-05-11,09:53:37,CAR CHARGING,3,SOLAR CHARGE active ,68,80,0.3,2.47,1,True
2022-05-11,10:03:37,CAR CHARGING,3,SOLAR CHARGE active ,69,80,0.4,2.69,1,True
2022-05-11,10:05:31,CAR CHARGING,3,User Exit App,69,80,0.4,2.71,1,True
2022-05-11,10:05:45,---,1,Power ON ,0,0,0,0,0,False
2022-05-11,10:05:50,---,1,"IDLE, waiting for event ... ",69,80,3.1,0,1,False
2022-05-11,10:06:50,Car ready,3,SOLAR CHARGE active ,69,80,3.1,0,1,False
2022-05-11,10:07:10,CAR CHARGING,3,SOLAR CHARGE active ,69,80,3.1,2.66,1,True
2022-05-11,10:17:10,CAR CHARGING,3,SOLAR CHARGE active ,70,80,0.4,2.75,1,True
2022-05-11,10:27:11,CAR CHARGING,3,SOLAR CHARGE active ,71,80,0.2,2.51,1,True
2022-05-11,10:37:12,CAR CHARGING,3,SOLAR CHARGE active ,72,80,0.5,3.11,1,True
2022-05-11,10:47:12,CAR CHARGING,3,SOLAR CHARGE active ,72,80,0.7,3.16,1,True
2022-05-11,10:47:57,CAR CHARGING,10,ERROR on charger ,73,80,0.7,3.16,1,True
2022-05-11,10:56:51,CAR CHARGING,1,"IDLE, waiting for event ... ",73,80,0.5,3.11,1,True
2022-05-11,10:57:12,CAR CHARGING,1,"IDLE, waiting for event ... ",74,80,0.5,3.18,1,True
2022-05-11,11:07:13,CAR CHARGING,1,"IDLE, waiting for event ... ",74,80,0.9,3.12,1,True
2022-05-11,11:14:16,Car ready,10,ERROR on charger ,75,80,1,3.12,1,True
2022-05-11,11:15:52,Car ready,1,"IDLE, waiting for event ... ",75,80,0,3.09,1,True
2022-05-11,11:17:13,CAR CHARGING,1,"IDLE, waiting for event ... ",75,80,0.1,3.15,1,True
2022-05-11,11:27:14,CAR CHARGING,1,"IDLE, waiting for event ... ",76,80,0.5,3.1,1,True
2022-05-11,11:37:14,CAR CHARGING,1,"IDLE, waiting for event ... ",77,80,0,3.07,1,True
2022-05-11,11:47:16,CAR CHARGING,1,"IDLE, waiting for event ... ",78,80,1.5,3.16,1,True
2022-05-11,11:57:16,CAR CHARGING,1,"IDLE, waiting for event ... ",79,80,1.6,3.06,1,True
2022-05-11,12:07:16,CAR CHARGING,1,"IDLE, waiting for event ... ",80,80,1.7,3.05,1,True
2022-05-11,12:17:17,CAR CHARGING,1,"IDLE, waiting for event ... ",80,85,1.7,3.14,1,True
2022-05-11,12:20:44,Car ready,1,User Exit App,81,85,1.6,3.13,1,True
2022-05-13,21:33:54,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-13,21:34:03,---,1,"IDLE, waiting for event ... ",67,85,-0.3,0.0,1,False
2022-05-13,21:41:22,Car ready,10,ERROR on charger ,67,85,-0.5,0.0,1,False
2022-05-13,21:46:19,Car ready,1,"IDLE, waiting for event ... ",67,85,-0.5,0.0,1,False
2022-05-13,23:26:22,Car ready,1,User Exit App,67,85,-0.2,0.0,1,False
2022-05-14,09:13:53,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-14,09:13:58,---,1,"IDLE, waiting for event ... ",67,85,2.2,0.0,1,False
2022-05-14,09:14:59,Car ready,3,SOLAR CHARGE active ,67,85,2.4,0.0,1,False
2022-05-14,09:15:18,CAR CHARGING,3,SOLAR CHARGE active ,67,85,2.4,1.97,1,True
2022-05-14,09:17:04,CAR CHARGING,1,"IDLE, waiting for event ... ",67,85,-1.3,2.44,1,True
2022-05-14,09:39:33,Car ready,10,ERROR on charger ,67,85,-0.4,0.0,1,False
2022-05-14,09:47:31,Error reading car,1,"IDLE, waiting for event ... ",67,85,-0.5,0.0,1,False
2022-05-14,09:49:05,Car ready,3,SOLAR CHARGE active ,67,85,1.9,0.0,1,False
2022-05-14,09:49:25,CAR CHARGING,3,SOLAR CHARGE active ,67,85,1.9,1.46,1,True
2022-05-14,09:52:11,CAR CHARGING,1,"IDLE, waiting for event ... ",67,85,0.2,1.5,1,True
2022-05-14,10:12:38,Error reading car,3,SOLAR CHARGE active ,67,85,2.6,0.0,1,False
2022-05-14,10:12:56,CAR CHARGING,3,SOLAR CHARGE active ,67,85,2.6,2.4,1,True
2022-05-14,10:13:37,CAR CHARGING,1,"IDLE, waiting for event ... ",67,85,-1.0,2.35,1,True
2022-05-14,10:15:44,Car ready,3,SOLAR CHARGE active ,67,85,2.1,0.0,1,False
2022-05-14,10:22:56,CAR CHARGING,3,SOLAR CHARGE active ,-1,85,0.4,3.13,1,True
2022-05-14,10:32:57,CAR CHARGING,3,SOLAR CHARGE active ,67,85,0.4,3.11,1,True
2022-05-14,10:42:58,CAR CHARGING,3,SOLAR CHARGE active ,-1,85,0.5,3.15,1,True
2022-05-14,10:52:58,CAR CHARGING,3,SOLAR CHARGE active ,67,85,0.6,3.18,1,True
2022-05-14,11:02:58,CAR CHARGING,3,SOLAR CHARGE active ,67,85,0.9,3.18,1,True
2022-05-14,11:12:59,CAR CHARGING,3,SOLAR CHARGE active ,67,85,1.0,3.13,1,True
2022-05-14,11:23:00,CAR CHARGING,3,SOLAR CHARGE active ,67,85,1.2,3.15,1,True
2022-05-14,11:33:01,CAR CHARGING,3,SOLAR CHARGE active ,67,85,1.2,3.14,1,True
2022-05-14,11:43:01,CAR CHARGING,3,SOLAR CHARGE active ,-1,85,1.3,3.17,1,True
2022-05-14,11:45:05,Error reading car,3,User Exit App,67,85,1.4,3.18,1,True
2022-05-14,11:46:33,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-14,11:46:37,---,1,"IDLE, waiting for event ... ",75,85,4.4,0.0,1,False
2022-05-14,11:47:38,Car ready,3,SOLAR CHARGE active ,75,85,4.4,0.0,1,False
2022-05-14,11:48:00,CAR CHARGING,3,SOLAR CHARGE active ,75,80.0,4.4,3.11,1,True
2022-05-14,11:50:52,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-14,11:50:56,---,1,"IDLE, waiting for event ... ",75,80,1.5,0.0,1,False
2022-05-14,11:51:56,Car ready,3,SOLAR CHARGE active ,75,80,4.5,0.0,1,False
2022-05-14,11:52:15,CAR CHARGING,3,SOLAR CHARGE active ,75,80,4.5,3.2,1,True
2022-05-14,11:57:40,CAR CHARGING,1,"IDLE, waiting for event ... ",75,80,1.6,3.17,1,True
2022-05-14,12:07:06,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-14,12:07:12,---,1,"IDLE, waiting for event ... ",77,80,-0.9,3.18,1,False
2022-05-14,12:08:11,Car ready,3,SOLAR CHARGE active ,77,80,1.9,0.0,1,False
2022-05-14,12:08:30,CAR CHARGING,3,SOLAR CHARGE active ,77,80,1.9,1.53,1,True
2022-05-14,12:10:14,CAR CHARGING,1,"IDLE, waiting for event ... ",77,80,-0.9,1.48,1,True
2022-05-14,12:38:08,Car ready,3,SOLAR CHARGE active ,77,80,4.7,0.0,1,False
2022-05-14,12:38:26,CAR CHARGING,3,SOLAR CHARGE active ,77,80,4.7,3.13,1,True
2022-05-14,12:46:25,CAR CHARGING,1,"IDLE, waiting for event ... ",77,80.0,1.7,3.22,1,True
2022-05-14,12:49:13,Car ready,3,SOLAR CHARGE active ,77,80.0,4.8,0.0,1,False
2022-05-14,12:49:31,CAR CHARGING,3,SOLAR CHARGE active ,77,80.0,4.8,3.42,1,True
2022-05-14,12:59:31,CAR CHARGING,3,SOLAR CHARGE active ,77,80.0,0.2,2.42,1,True
2022-05-14,13:09:31,CAR CHARGING,3,SOLAR CHARGE active ,77,80.0,1.7,3.4,1,True
2022-05-14,13:11:59,CAR CHARGING,1,"IDLE, waiting for event ... ",77,80.0,-0.7,2.41,1,True
2022-05-14,13:12:58,Car ready,3,SOLAR CHARGE active ,77,80,4.3,0.0,1,False
2022-05-14,13:19:32,CAR CHARGING,3,SOLAR CHARGE active ,79,80,1.3,3.42,1,True
2022-05-14,13:29:33,CAR CHARGING,3,SOLAR CHARGE active ,79,80,1.5,3.08,1,True
2022-05-14,13:39:33,CAR CHARGING,3,SOLAR CHARGE active ,79,80,1.2,3.41,1,True
2022-05-14,13:49:34,CAR CHARGING,3,SOLAR CHARGE active ,79,80,0.8,3.39,1,True
2022-05-14,13:59:28,Error reading car,1,"IDLE, waiting for event ... ",83,80,0.9,3.47,1,True
2022-05-14,13:59:35,CAR CHARGING,1,"IDLE, waiting for event ... ",83,80,0.9,3.47,1,True
2022-05-14,15:07:16,Car ready,3,SOLAR CHARGE active ,-1,80,4.1,0.0,1,False
2022-05-14,15:07:25,CAR CHARGING,3,SOLAR CHARGE active ,-1,80,4.1,0.0,1,True
2022-05-14,15:09:10,Error reading car,1,"IDLE, waiting for event ... ",83,80,0.6,3.43,1,True
2022-05-14,16:11:32,Car ready,0,CAR UNPLUGGED ,83,80,3.1,0,1,False
2022-05-14,17:02:25,Car unplugged,1,"IDLE, waiting for event ... ",83,80,2.2,0.0,1,False
2022-05-16,09:06:58,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-16,09:43:48,---,1,"IDLE, waiting for event ... ",-1,80,0.8,0.0,1,False
2022-05-16,09:43:54,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-16,09:43:59,---,1,"IDLE, waiting for event ... ",82,80,0.7,0.0,1,False
2022-05-16,10:25:28,Car ready,3,SOLAR CHARGE active ,82,83.0,2.8,0.0,1,False
2022-05-16,10:25:46,CAR CHARGING,3,SOLAR CHARGE active ,82,83.0,2.8,2.48,1,True
2022-05-16,10:31:43,CAR CHARGING,1,"IDLE, waiting for event ... ",83,83.0,0.4,2.87,1,True
2022-05-17,09:35:44,Error reading car,3,SOLAR CHARGE active ,-1,83,2.6,0.0,1,False
2022-05-17,09:36:04,CAR CHARGING,3,SOLAR CHARGE active ,-1,83,2.6,2.34,1,True
2022-05-17,09:36:19,Error reading car,3,User Exit App,-1,83,2.6,2.34,1,True
2022-05-17,11:58:09,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-17,11:58:15,---,1,"IDLE, waiting for event ... ",83,83,4.6,0.0,1,False
2022-05-17,11:59:15,Car ready,3,SOLAR CHARGE active ,83,84.0,4.6,0.0,1,False
2022-05-17,11:59:34,CAR CHARGING,3,SOLAR CHARGE active ,83,84.0,4.6,3.19,1,True
2022-05-17,12:09:34,CAR CHARGING,3,SOLAR CHARGE active ,83,84.0,0.4,1.48,1,True
2022-05-17,12:10:45,CAR CHARGING,1,"IDLE, waiting for event ... ",83,84.0,0.1,1.48,1,True
2022-05-17,12:34:51,Car ready,3,SOLAR CHARGE active ,83,84,3.6,0.0,1,False
2022-05-17,12:35:11,CAR CHARGING,3,SOLAR CHARGE active ,83,84,3.6,3.2,1,True
2022-05-17,12:45:11,CAR CHARGING,3,SOLAR CHARGE active ,83,84,1.3,3.18,1,True
2022-05-17,12:48:57,CAR CHARGING,1,"IDLE, waiting for event ... ",83,83.0,1.3,3.16,1,True
2022-05-17,14:30:18,Error reading car,0,CAR UNPLUGGED ,-1,83,4.4,0,1,False
2022-05-17,16:22:17,Car unplugged,1,"IDLE, waiting for event ... ",-1,83,4.3,0.0,1,False
2022-05-17,16:24:02,Error reading car,3,SOLAR CHARGE active ,82,83,2.7,0.0,1,False
2022-05-17,16:24:21,CAR CHARGING,3,SOLAR CHARGE active ,82,83,2.7,2.44,1,True
2022-05-17,16:26:08,CAR CHARGING,1,"IDLE, waiting for event ... ",83,83,0.3,2.61,1,True
2022-05-18,09:30:02,Car ready,1,User Exit App,83,83,2.6,0.0,1,False
2022-05-18,09:30:12,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,09:30:18,---,1,"IDLE, waiting for event ... ",83,83,2.5,0.0,1,False
2022-05-18,09:30:31,Car ready,1,User Exit App,83,84.0,2.5,0.0,1,False
2022-05-18,09:30:36,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,09:30:44,---,1,"IDLE, waiting for event ... ",83,84,2.5,0.0,1,False
2022-05-18,09:31:41,Car ready,3,SOLAR CHARGE active ,83,84,2.5,0.0,1,False
2022-05-18,09:32:00,CAR CHARGING,3,SOLAR CHARGE active ,83,84,2.5,1.97,1,True
2022-05-18,09:42:01,CAR CHARGING,3,SOLAR CHARGE active ,83,84,0.3,2.31,1,True
2022-05-18,09:49:19,CAR CHARGING,3,User Exit App,83,84,0.5,2.6,1,True
2022-05-18,09:49:49,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,09:51:18,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,09:52:04,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,09:52:09,---,1,"IDLE, waiting for event ... ",83,84,2.9,0.0,1,False
2022-05-18,09:53:00,Car ready,1,User Exit App,83,84,2.9,0.0,1,False
2022-05-18,10:02:38,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,10:02:43,---,1,"IDLE, waiting for event ... ",83,84,3.1,0.0,1,False
2022-05-18,10:03:44,Car ready,3,SOLAR CHARGE active ,83,84,3.0,0.0,1,False
2022-05-18,10:04:03,CAR CHARGING,3,SOLAR CHARGE active ,83,84,3.0,2.59,1,True
2022-05-18,10:04:46,CAR CHARGING,1,"IDLE, waiting for event ... ",84,84,0.6,2.59,1,True
2022-05-18,10:25:13,Car ready,1,User Exit App,84,84,0.9,2.57,1,False
2022-05-18,10:41:24,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,10:41:28,---,1,"IDLE, waiting for event ... ",84,84,3.6,0.0,1,False
2022-05-18,10:42:08,Car ready,6,FORCED charge stopped ,84,84,3.6,2.52,1,False
2022-05-18,10:49:23,Car ready,6,User Exit App,84,84,3.6,0.0,1,False
2022-05-18,10:49:28,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,10:49:33,---,1,"IDLE, waiting for event ... ",84,84,3.6,0.0,1,False
2022-05-18,10:51:02,Car ready,6,FORCED charge stopped ,84,84,1.3,2.48,1,False
2022-05-18,10:52:04,Car ready,1,"IDLE, waiting for event ... ",84,84,1.2,0.0,1,False
2022-05-18,10:55:30,Car ready,1,User Exit App,84,84,3.7,0.0,1,False
2022-05-18,10:55:40,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,10:55:58,---,1,"IDLE, waiting for event ... ",84,84,3.7,0.0,1,False
2022-05-18,10:59:37,Car ready,1,User Exit App,84,84,3.7,0.0,1,False
2022-05-18,10:59:43,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,10:59:48,---,1,"IDLE, waiting for event ... ",84,84,3.8,0.0,1,False
2022-05-18,11:00:26,Car ready,7,EXTERNAL charge active ,84,84,3.8,2.56,1,False
2022-05-18,11:01:08,Car ready,1,"IDLE, waiting for event ... ",84,84,1.4,0.0,1,False
2022-05-18,11:06:27,Car ready,1,User Exit App,84,84,4.1,0.0,1,False
2022-05-18,11:06:32,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,11:06:37,---,1,"IDLE, waiting for event ... ",84,84,4.1,0.0,1,False
2022-05-18,11:07:16,Car ready,7,EXTERNAL charge active ,84,84,4.1,2.58,1,False
2022-05-18,11:07:38,Car ready,1,"IDLE, waiting for event ... ",84,84,4.1,0.0,1,False
2022-05-18,11:22:39,Car ready,1,User Exit App,84,84,4.3,0.0,1,False
2022-05-18,11:22:46,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,11:22:51,---,1,"IDLE, waiting for event ... ",84,84,4.3,0.0,1,False
2022-05-18,11:24:32,Car ready,0,CAR UNPLUGGED ,84,84,4.3,0,1,False
2022-05-18,11:24:55,Car unplugged,1,"IDLE, waiting for event ... ",84,84,4.3,0.0,1,False
2022-05-18,14:29:29,Car ready,1,User Exit App,84,84,4.4,0.0,1,False
2022-05-18,14:32:35,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,14:32:42,---,1,"IDLE, waiting for event ... ",84,84,4.3,0.0,1,False
2022-05-18,14:32:45,Car ready,1,User Exit App,84,84,4.3,0.0,1,False
2022-05-18,16:44:40,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,16:44:46,---,1,"IDLE, waiting for event ... ",84,84,2.5,0.0,1,False
2022-05-18,16:45:22,Car ready,1,User Exit App,84,49.0,2.5,0.0,1,False
2022-05-18,16:47:59,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,16:48:05,---,1,"IDLE, waiting for event ... ",84,49,2.4,0.0,1,False
2022-05-18,16:48:31,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,16:48:37,---,1,"IDLE, waiting for event ... ",84,49,2.5,0.0,1,False
2022-05-18,16:50:06,Car ready,1,User Exit App,84,49,2.4,0.0,1,False
2022-05-18,16:50:10,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,16:50:15,---,1,"IDLE, waiting for event ... ",84,49,2.4,0.0,1,False
2022-05-18,16:51:00,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,16:51:05,---,1,"IDLE, waiting for event ... ",84,49,2.4,0.0,1,False
2022-05-18,16:51:33,Car ready,1,User Exit App,84,49,2.4,0.0,1,False
2022-05-18,16:51:36,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,16:51:42,---,1,"IDLE, waiting for event ... ",84,49,2.4,0.0,1,False
2022-05-18,16:52:26,Car ready,1,User Exit App,84,49,2.4,0.0,1,False
2022-05-18,16:52:29,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,16:52:34,---,1,"IDLE, waiting for event ... ",84,49,2.4,0.0,1,False
2022-05-18,16:53:16,Car ready,1,User Exit App,84,49,2.4,0.0,1,False
2022-05-18,16:53:20,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,16:53:24,---,1,"IDLE, waiting for event ... ",84,49,2.4,0.0,1,False
2022-05-18,16:53:43,Car ready,1,User Exit App,84,49,2.4,0.0,1,False
2022-05-18,16:53:52,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,16:53:56,---,1,"IDLE, waiting for event ... ",84,49,2.3,0.0,1,False
2022-05-18,16:56:17,Car ready,1,User Exit App,84,80.0,2.3,0.0,1,False
2022-05-18,16:56:34,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-18,16:56:40,---,1,"IDLE, waiting for event ... ",84,80,2.3,0.0,1,False
2022-05-18,16:58:02,Car ready,1,User Exit App,84,80,2.3,0.0,1,False
2022-05-19,15:14:14,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-19,15:14:19,---,1,"IDLE, waiting for event ... ",83,80,3.5,0.0,1,False
2022-05-19,15:16:16,Car ready,3,SOLAR CHARGE active ,83,84.0,2.5,0.0,1,False
2022-05-19,15:16:39,CAR CHARGING,3,SOLAR CHARGE active ,83,84.0,2.5,2.02,1,True
2022-05-19,15:21:03,CAR CHARGING,3,User Exit App,83,84.0,0.2,2.36,1,True
2022-05-19,15:21:05,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-19,15:21:11,---,1,"IDLE, waiting for event ... ",83,84,2.6,0.0,1,False
2022-05-19,15:21:32,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-19,15:21:36,---,1,"IDLE, waiting for event ... ",83,84,2.5,0.0,1,False
2022-05-19,15:22:40,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-19,15:22:44,---,1,"IDLE, waiting for event ... ",83,84,2.5,0.0,1,False
2022-05-19,15:23:06,Car ready,1,User Exit App,83,84,2.5,0.0,1,False
2022-05-19,15:24:49,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-19,15:24:54,---,1,"IDLE, waiting for event ... ",83,84,2.6,0.0,1,False
2022-05-19,15:25:53,Car ready,3,SOLAR CHARGE active ,83,84,2.0,0.0,1,False
2022-05-19,15:26:13,CAR CHARGING,3,SOLAR CHARGE active ,83,84,2.0,1.48,1,True
2022-05-19,15:26:18,CAR CHARGING,3,User Exit App,83,84,2.0,1.48,1,True
2022-05-19,15:26:22,---,1,Power ON ,0,0,0,0.0,0,False
